uid, timestamp, type, gold won, towers, left army, right army
cgs_4ddb6cd6ee08f, 0, request, 7 7 2 8 4 2 8 3 1 15 1 4 3 7 4 2 3 2 4 8 1 1 4 2 4 4 7 1 8 4 1 2 3 1 2 3 4 7 8 8 15 4 3 4 7 7 1 7 2 7, -1 29 12 -1 2 12 -1 2 13 -1 29 13 -1 2 14 -1 29 14 -1 29 15 -1 29 17 -1 2 15 -1 2 16 -1 2 17 -1 29 16 -1 29 10 -1 30 11 -1 28 10 -1 2 10 -1 1 11 -1 4 9 -1 27 9 -1 3 10 -1 26 10 -1 5 10 -1 6 10 -1 25 10 -1 7 10 -1 24 9 , 1371, 8 4 15 1 7 15 1 7 1 4 3 8 8 2 4 3 3 4 7 8 8 2 4 3 7 2 8 2 7 7 15 2 7 2 8 2 15 3 4 3 8 8 1 3 7 4 4 1 7 4 8
cgs_4ddb6cd6ee08f, 0, request, 8 1 4 2 2 4 15 2 8 2 8 3 4 2 8 4 15 4 3 4 2 1 4 8 4 1 4 1 1 1 4 1 4 8 8 2 8 1, -1 29 12 -1 2 12 -1 2 13 -1 29 13 -1 2 14 -1 29 14 -1 29 15 -1 29 17 -1 2 15 -1 2 16 -1 2 17 -1 29 16 -1 29 10 -1 30 11 -1 28 10 -1 2 10 -1 1 11 -1 4 9 -1 27 9 -1 3 10 -1 26 10 -1 5 10 -1 6 10 -1 25 10 -1 7 10 -1 24 9 , 1062, 15 2 1 15 1 8 15 1 1 2 1 1 4 1 3 15 1 4 1 2 3 4 2 4 1 3 15 1 1 15 4 1 4 1 2 8 1 3 15 1 8 8 2 2 2 1 8 1 4 2 3
cgs_4ddb6cd6ee08f, 0, request, 3 8 8 2 2 1 2 1 3 1 8 4 15 2 4 8 1 8 15 8 2 1 4 8 3 2 4 2 4 15 2 2 1 4 2 1 2 8 8 4 2 15 2, -1 29 12 -1 2 12 -1 2 13 -1 29 13 -1 2 14 -1 29 14 -1 29 15 -1 29 17 -1 2 15 -1 2 16 -1 2 17 -1 29 16 -1 29 10 -1 30 11 -1 28 10 -1 2 10 -1 1 11 -1 4 9 -1 27 9 -1 3 10 -1 26 10 -1 5 10 -1 6 10 -1 25 10 -1 7 10 -1 24 9 , 1081, 2 15 4 1 1 8 3 2 8 4 2 2 15 8 8 3 1 3 3 4 3 8 2 8 8 8 1 4 2 8 8 8 3 15 3 1 8 3 15 3 3 8 1 1 1 4 4 1
cgs_4dd9fee41fb53, 0, 2407, 17 5 8 5 5 7 7 7 1 14 13 9 17 13 3 9 15 12 7 3 1 7 14 3 7 4 16 13 1 2 3 4 15 16 12 12 5 13 16 2 3 3 13 1 8 12 2 9 9 8 1 9 1 2 12 13 3 12 9 1 16 16 1 13 13 3 5 12 16 13 15 1 3 3 5 17 9 1 13 9 4 13 4 7 7 3 9 9 8, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 -1 9 16 -1 8 13 -1 8 15 -1 23 13 -1 23 15 , request, 14 8 5 16 8 15 7 3 8 1 8 5 9 5 16 12 15 17 13 16 13 4 12 13 9 5 9 2 2 2 1 4 7 1 7 4 14 16 9 1 16 7 16 7 16 1 13 1 3 14 14 15 17 2 4 8 1 15 8 17 13 9 12 1 7 16 7 2 15 4 5 7 16 17 8 1 12 8 4 12 9 3 16 1 15 4 12 14 12 12 7 7 7 7 17 4 12 16 8 17
cgs_4ddb6cd6ee08f, 0, request, 2 8 1 4 4 1 3 1 4 3 8 8 4 1 8 3 3 4 3 3 2 8 8 2 15 4 4 4 8 15 1 1 15 4 2 3, -1 29 11 -1 30 11 -1 1 11 -1 2 11 -1 4 10 -1 27 10 -1 26 10 -1 5 10 -1 6 10 -1 25 9 -1 29 12 -1 2 12 -1 2 13 -1 29 13 -1 2 14 -1 29 14 -1 29 15 -1 29 17 -1 2 15 -1 2 16 -1 2 17 -1 29 16 -1 3 9 -1 28 9 , 990, 4 8 15 1 8 4 4 2 4 1 2 8 3 8 2 2 8 2 4 4 1 4 2 1 4 8 1 2 8 4 8 2 15 1 2 4 2 2 8 4 1 4
cgs_4ddb6cd6ee08f, 0, request, 2 3 15 15 4 1 1 8 8 8 1 1 4 2 2 15 1 8 2 1 1 3 2 4 1 2 1 1 8 3 4 4, -1 28 10 -1 29 11 -1 30 11 -1 3 10 -1 1 11 -1 2 11 -1 4 10 -1 27 10 -1 26 10 -1 5 10 -1 6 10 -1 25 9 -1 31 12 -1 0 12 -1 0 13 -1 31 13 -1 0 14 -1 31 14 , 844, 15 2 8 3 15 3 2 4 3 1 8 8 4 2 4 1 1 4 4 3 8 1 2 1 8 2 15 4 15 8 2 1 2 15 8 2 3 8 2 8
cgs_4ddb6cd6ee08f, 0, request, 3 4 2 3 3 1 2 2 2 3 4 3 4 2 3 8 1 1 1 2 8 2 2 2, -1 28 10 -1 29 11 -1 30 11 -1 3 10 -1 1 11 -1 2 11 -1 4 10 -1 27 10 -1 26 10 -1 5 10 -1 6 10 -1 25 9 , 622, 1 2 4 1 4 3 3 4 1 2 2 3 3 2 2 2 8 1 2 1 8 3 1 1 3 2 2 3 2 3 4
cgs_4ddb6cd6ee08f, 0, request, 2 8 1 8 8 2 4 3 2 2 1 8 3 1 4 1 8 8 8 2 3 3 3 8 3 2 1 3 1 2 3, -1 28 10 -1 29 11 -1 30 11 -1 3 10 -1 1 11 -1 2 11 -1 4 10 -1 27 10 -1 26 10 -1 5 10 -1 31 11 -1 0 11 -1 6 10 -1 25 9 , 576, 3 1 1 3 1 4 3 3 3 2 8 1 3 4 1 3 4
cgs_4dd9fee41fb53, 0, 2475, 4 1 5 4 5 1 15 4 17 5 1 16 3 17 8 13 1 12 7 17 3 7 7 9 8 9 7 5 2 8 9 2 9 16 12 7 9 13 9 7 15 5 13 1 4 15 1 9 7 5 8 7 2 9 2 5 2 16 14 12 13 4 9 17 14 17 8 8 8 17 13 17 5 7 14 9 1 4 1 1 9 15 1 9 17 16 5 3 1 7 9 3 12 8 17 16 12 15 7 3 14 2, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 -1 9 16 -1 8 13 -1 8 15 -1 23 13 -1 23 15 , request, 16 3 5 4 1 16 2 8 8 16 12 9 5 17 13 13 1 16 4 2 8 3 16 16 5 8 8 1 1 13 1 17 5 1 17 16 12 1 9 13 5 2 17 9 14 2 3 7 4 17 13 13 9 2 12 5 2 7 7 16 13 3 17 4 13 13 8 17 7 14 2 8 2 17 1 7 16 5 7 3 8 5 13 3 1 17
cgs_4dd9fee41fb53, 0, 2281, 4 5 9 12 4 3 7 5 13 5 15 17 3 1 8 13 2 4 2 5 17 3 15 12 9 17 12 13 4 2 12 12 7 4 12 15 5 14 9 9 13 16 14 7 9 5 4 12 16 5 13 2 16 1 13 9 13 8 7 7 7 2 4 5 2 12 15 7 1 8 9 8 2 3 12 5 7 8 4 16 2 3 17 16 8 12 16 2 13 5 13, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 -1 9 16 -1 8 13 -1 8 15 -1 23 13 -1 23 15 , request, 13 3 8 17 9 2 9 16 17 16 9 1 9 12 4 9 2 5 3 15 2 13 3 3 4 3 3 12 7 17 8 8 4 9 5 4 13 7 2 16 2 7 12 17 5 9 12 8 8 17 9 5 1 3 7 1 2 8 5 15 17 15 14 15 16 4 16 9 3 16 16 17 3 9 4 17 13 17 8 17 7 2
cgs_4dd9fee41fb53, 0, 2422, 4 17 5 16 16 9 1 9 12 1 13 4 13 8 16 4 13 1 14 5 16 16 8 13 17 16 1 7 9 14 4 5 16 16 4 12 16 4 9 5 5 7 4 12 1 13 9 1 9 7 12 7 5 8 12 7 4 1 13 7 12 9 1 14 12 5 3 9 8 4 2 4 15 4 16 3 1 9 13 8 3 13 5 1 1 14 8 17 2 4, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 -1 9 16 -1 8 13 -1 8 15 -1 23 13 -1 23 15 , request, 4 5 1 12 16 8 12 9 7 1 17 1 17 3 1 12 12 5 7 5 16 17 7 7 1 12 12 7 8 9 3 2 14 8 16 8 16 12 4 16 15 2 3 8 5 3 14 1 8 13 7 5 2 9 13 9 13 9 7 5 17 12 9 3 12 8 3 4 9 9 8 1 5 13 8 2 2 12 15 12 4 15 13 5 17 3 1 17 4 1 12 17 17 15 7
cgs_4ddb6cd6ee08f, 0, request, 8 3 2 2 1 2 2 1 8 8 3 2 3 1 1 1 2 3 2 1 1 8 1 2 8 3, -1 20 9 -1 21 9 -1 22 9 -1 11 9 -1 10 9 -1 9 9 -1 8 10 -1 23 10 -1 7 11 -1 24 11 -1 26 11 -1 5 11 -1 6 11 -1 25 11 -1 27 11 -1 4 11 , 498, 1 2 1 3 1 3 1 2 2 1 2 3 2 2 8 8 3 1 1 2 1 1
cgs_4dd9fee41fb53, 0, 2329, 3 16 9 7 2 1 1 15 7 16 2 16 9 17 4 2 5 4 15 3 9 2 17 3 12 12 17 5 1 13 13 1 13 9 8 5 2 2 7 13 2 5 3 12 12 7 14 16 1 4 3 2 8 13 12 5 2 16 2 12 7 12 17 17 3 12 15 8 8 3 2 12 4 14 5 1 4 12 3 5 3 16 17 3 2 12 16 3 15, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 , request, 12 9 9 16 12 17 14 16 8 1 1 3 17 9 2 7 1 16 3 8 13 1 9 2 13 12 13 12 3 8 16 9 17 17 15 1 5 12 14 3 15 15 1 5 2 9 7 8 14 5 8 8 16 15 17 1 9 16 13 14 5 4 16 1 15 5 5 17 13 4 5 17 5 7 16 2 8 9 8 16 5 12 9 4 5 15 15 2 3 12 1 8 7 12 4
cgs_4ddb6cd6ee08f, 0, request, 2 2 1 2 1 2 1 2 2 1 1 2 2 2 8 2 2 8 8 1 2 2 8 8 2 1 8 2, -1 20 9 -1 11 9 -1 10 9 -1 21 9 -1 9 9 -1 22 9 -1 23 9 -1 8 9 -1 7 11 -1 6 11 -1 25 11 -1 24 11 -1 26 11 -1 27 11 -1 5 11 -1 4 11 -1 3 11 -1 28 11 -1 2 11 -1 29 11 , 431, 1 2 2 1 8 8 8 2 1 1 2 2 2 1 8 8
cgs_4dd9fee41fb53, 0, 2433, 14 4 4 1 7 5 9 14 1 1 13 14 12 8 7 4 7 12 4 7 2 1 8 3 9 15 17 3 13 8 4 7 13 17 8 14 1 16 12 4 3 12 8 9 8 5 13 17 3 17 16 3 17 13 7 12 2 17 1 16 7 5 8 1 1 1 3 17 4 4 7 1 3 9 5 15 5 16 16 9 4 1 4 3 7 14 17 17 15 16 16 1, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 , request, 4 13 2 3 13 14 5 13 7 12 5 16 17 17 9 12 2 5 4 12 1 17 12 1 5 7 16 7 8 14 16 3 3 12 12 13 12 7 12 12 14 1 1 9 15 13 14 8 13 5 13 16 5 9 8 2 3 5 13 2 16 17 4 1 4 1 5 1 9 7 1 8 5 2 16 13 3 3 1 16 1 8 8 14 3 8 2 7 5 1 1 4 17 7
cgs_4ddb6cd6ee08f, 0, request, 1 8 2 8 1 8 2 2 8 2 1 8 2 2 1 1 2 2 8, -1 20 9 -1 11 9 -1 10 9 -1 21 9 -1 9 9 -1 22 9 -1 24 11 -1 7 11 -1 8 11 -1 23 11 -1 25 11 -1 6 11 -1 5 11 -1 26 11 -1 4 11 , 363, 1 2 1 2 2 1 2 2 8 1 2 1 2 2 8 8 2 1
cgs_4dd9fee41fb53, 0, 2433, 9 3 8 3 5 3 4 17 16 14 14 13 14 17 2 12 5 3 7 15 9 1 9 5 7 16 9 16 16 16 2 9 4 16 2 2 13 15 12 4 3 7 1 17 7 9 16 5 3 17 12 9 1 1 16 13 17 4 8 17 12 4 12 4 2 7 13 7 12 13 4 15 12 1 9 2 2 3 8 9 7 1 5 3 1 13 7 16 7 12 8 8 8 8 17 3 7 16 9 12, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 27 1 -1 25 7 -1 6 6 -1 10 10 -1 20 10 -1 8 10 -1 3 1 -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 11 0 -1 20 3 -1 11 6 -1 1 6 -1 9 14 -1 29 5 -1 22 12 -1 9 12 -1 22 14 -1 22 16 , request, 12 7 4 3 5 1 9 7 5 13 4 12 5 12 12 3 15 4 1 8 7 13 1 5 17 12 4 8 1 3 7 4 4 17 12 4 12 3 4 16 14 5 4 4 16 17 14 2 14 8 13 12 16 13 1 5 2 2 3 9 8 2 2 5 7 17 2 13 7 2 12 9 2 12 14 12 16 3 13 1 12 9 9 12 4 4 1 9 1
cgs_4ddb6cd6ee08f, 0, request, 1 1 2 1 2 1 1 2 2 1 2 1 1 2 1 2 1 1 2 1, -1 20 9 -1 11 9 -1 10 9 -1 21 9 -1 22 9 -1 9 9 -1 8 11 -1 23 11 , 322, 1 1 1 2 1 2 1 1 1 1 2 2 1 2 2
cgs_4ddb6cd6ee08f, 0, request, 1 2 2 1 2 1 1 2 2 1 2, -1 20 9 -1 11 9 -1 10 9 -1 21 9 -1 22 11 , 164, 1 1 1 2 1 1 2
cgs_4ddb6cd6ee08f, 0, request, 1 1 2 1 1 1 2 1 2, -1 20 9 -1 11 9 -1 10 9 , 156, 1 2 1 1 2 2 2 1
cgs_4ddb6cd6ee08f, 0, request, 1 2 2, -1 20 9 -1 11 9 -1 10 9 , 104, 2 1 2 2 2 2 1 1 2
cgs_4ddac9f8c16e4, 0, request, -1 1 1 -1 1 6 -1 30 1 -1 30 3 -1 30 7 -1 23 2 -1 24 6 -1 20 3 -1 26 1 -1 27 6 -1 22 6 -1 1 11 -1 30 11 -1 0 11 -1 31 11 -1 2 10 -1 27 10 -1 25 10 -1 26 10 -1 29 10 -1 28 10 -1 24 8 -1 23 10 -1 21 10 -1 22 10 -1 20 9 -1 11 9 -1 10 10 -1 9 8 -1 8 10 -1 7 10 -1 6 10 -1 5 9 -1 4 10 -1 3 11 -1 1 12 -1 2 15 -1 28 12 -1 28 16 -1 5 14 -1 6 13 -1 7 12 -1 6 15 -1 7 16 -1 8 17 -1 27 14 -1 26 15 -1 25 16 -1 24 17 -1 26 13 -1 25 12 -1 10 13 -1 10 15 -1 20 13 -1 20 15 -1 8 2 -1 24 4 -1 9 4 -1 5 1 -1 11 3 -1 6 7 -1 8 6 -1 6 4 -1 4 3 -1 4 6 , 4237, 16 2 11 1017 9 14 4 11 16 17 1017 14 2 12 14 4 13 2 7 10 12 15 8 8 2 16 1 10 1 3 10 16 15 8 14 1017 1017 8 3 5 17 7 7 14 4 1017 8 7 10 1 12 14 8 7 16 9 4 5 5 5 1 2 1 8 4 9 1 17 17 10 13 17 9 3 10 17 1017 1017 1 8 2 3 1 15 15 8 7 15 2 17 2 11 1017 15 17 5 4 7 17 9 8 8 4 2 9 14 15 3 2 11 10 4 17 7 1017 15 14 9 5 17 15 2 15 3 1017 12 15 16 2 13 8 13 3 13 9 3 12 10 4 1 10 4 1017 8 13 4 9 14 4 9 5 1017 14 3 13 5 9 7 8 3 1 13, 16 1 2 5 16 9 3 17 17 7 14 7 15 12 3 1 13 10 3 14 10 15 13 14 9 12 15 15 11 17 10 1 10 5 1017 4 3 17 8 4 4 8 7 1 5 7 13 13 2 10 10 2 9 14 8 4 7 1 2 12 11 12 14 3 4 13 3 1 1 15 16 10 1017 1017 15 9 12 3 2 5 7 9 1 14 10 17 5 10 14 11 4 14 12 4 3 15 15 5 2 4 7 3 10 17 12 8 1017 4 3 9 8 15 5 11 1017 17 2 17 14 10 17 15 17 2 1017 3 14 14 1017 9 4 8 8 10 13 11 9
cgs_4dd9fee41fb53, 0, 1769, 5 2 15 7 5 2 15 4 9 3 2 3 5 3 3 3 15 12 15 2 8 4 3 16 9 5 8 4 15 15 5 3 4 2 1 9 15 16 1 4 9 16 9 2 16 1 1 16 4 7 4 15 9 9 9 1 8 3 8 9 2 9, -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 27 10 -1 28 10 -1 3 10 -1 4 10 -1 5 10 -1 26 10 -1 6 9 -1 25 9 -1 11 12 -1 11 13 -1 11 14 -1 11 15 -1 11 16 -1 20 12 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 24 9 -1 7 9 -1 23 10 -1 9 8 -1 22 8 -1 25 1 -1 21 5 -1 10 5 -1 27 7 -1 21 1 -1 24 7 -1 10 10 -1 20 10 -1 8 10 -1 10 16 -1 6 2 -1 2 6 -1 2 2 -1 6 7 -1 11 1 -1 29 2 -1 1 13 -1 4 16 -1 7 13 -1 22 13 -1 25 16 -1 28 13 -1 31 16 -1 1 16 -1 4 13 -1 7 16 -1 10 13 -1 22 16 -1 25 13 -1 28 16 -1 31 13 -1 21 14 -1 10 14 , request, 8 1 12 4 5 9 2 2 12 9 5 12 15 16 5 3 12 3 7 3 8 1 5 2 9 16 5 3 16 4 8 9 4 12 5 5 3 16 15 9 2 16 5 15 3 4 8 12 5 1 15 4 16 5 16 9 15 5 3 5 8 15 12 5 8 2 9 15 4 15 4 4 4
cgs_4ddac9f8c16e4, 0, request, -1 1 1 -1 1 6 -1 30 1 -1 30 3 -1 30 7 -1 23 2 -1 24 6 -1 20 3 -1 26 1 -1 27 6 -1 22 6 -1 1 11 -1 30 11 -1 0 11 -1 31 11 -1 2 10 -1 27 10 -1 25 10 -1 26 10 -1 29 10 -1 28 10 -1 24 8 -1 23 10 -1 21 10 -1 22 10 -1 20 9 -1 11 9 -1 10 10 -1 9 8 -1 8 10 -1 7 10 -1 6 10 -1 5 9 -1 4 10 -1 3 11 -1 1 12 -1 2 15 -1 28 12 -1 28 16 -1 5 14 -1 6 13 -1 7 12 -1 6 15 -1 7 16 -1 8 17 -1 27 14 -1 26 15 -1 25 16 -1 24 17 -1 26 13 -1 25 12 -1 10 13 -1 10 15 -1 20 13 -1 20 15 -1 8 2 -1 24 4 -1 9 4 -1 5 1 -1 11 3 -1 6 7 -1 8 6 -1 6 4 -1 4 3 -1 4 6 , 4286, 1 4 13 5 11 14 8 8 15 9 15 3 7 3 1 5 11 9 15 1017 7 2 15 14 11 7 1 1 4 5 2 4 15 14 3 10 1 12 15 15 3 3 2 9 17 12 4 1 2 11 15 7 7 17 7 12 11 12 9 15 8 1 2 3 5 1 4 13 2 15 7 17 10 17 13 4 7 1 2 17 9 17 14 2 8 11 2 5 2 14 5 4 13 8 10 15 17 16 7 2 8 4 10 1017 5 13 3 8 1 13 3 12 3 1017 11 16 1 15 1 4 10 1 15 1 3 9 17 5 7 13 4 7 1 5 13 15 7 15 13 5 16 15 12 9 10 11 3 4 10 1017 1 3 15 11, 14 8 1017 2 8 8 12 14 4 15 9 4 14 11 15 13 15 10 4 2 3 16 8 12 15 13 1017 13 16 1017 15 13 9 1017 4 13 2 17 5 3 14 4 15 7 3 9 8 2 10 2 14 16 17 8 17 1017 5 13 1017 2 12 1017 16 4 5 15 16 1 1017 9 3 17 10 4 5 2 9 8 7 12 9 16 10 15 2 11 1 17 17 10 8 2 3 16 7 12 10 9 9 17 9 14 2 9 8 3 3 15 5 9 12 9 15 8 15 8 3 5 10 8 14 10 10 7 5 12 2 15 5 12 17 2 10 5 7 17 4 1017 9 8 4 1 4 10 4 2 1 16 4 17 12 7
cgs_4ddac9f8c16e4, 0, request, -1 1 1 -1 1 6 -1 30 1 -1 30 3 -1 30 7 -1 23 2 -1 24 6 -1 20 3 -1 26 1 -1 27 6 -1 22 6 -1 1 11 -1 30 11 -1 0 11 -1 31 11 -1 2 10 -1 27 10 -1 25 10 -1 26 10 -1 29 10 -1 28 10 -1 24 8 -1 23 10 -1 21 10 -1 22 10 -1 20 9 -1 11 9 -1 10 10 -1 9 8 -1 8 10 -1 7 10 -1 6 10 -1 5 9 -1 4 10 -1 3 11 -1 1 12 -1 2 15 -1 28 12 -1 28 16 -1 5 14 -1 6 13 -1 7 12 -1 6 15 -1 7 16 -1 8 17 -1 27 14 -1 26 15 -1 25 16 -1 24 17 -1 26 13 -1 25 12 -1 10 13 -1 10 15 -1 20 13 -1 20 15 -1 8 2 -1 24 4 -1 9 4 -1 5 1 -1 11 3 -1 6 7 -1 8 6 -1 6 4 -1 4 3 -1 4 6 , 3896, 8 2 3 14 1017 1 17 3 12 7 15 9 1 7 1017 11 1017 14 17 7 15 13 1 9 2 3 4 15 14 13 13 14 3 1017 8 10 9 4 2 9 10 9 10 4 11 1 7 3 9 12 9 8 10 9 12 1017 5 2 10 8 7 11 17 4 17 11 12 3 14 11 13 14 1 14 16 10 16 10 14 13 4 14 10 16 7 17 10 9 14 12 9 12 9 12 8 13 1017 1017 9 12 7 12 12 11 14 9 8 16 8 16 14 13 17 1017 3 17 9 3 2 2 1 1 10 13 17 13 7 16 14 7 7 8 8 4 11 7 8 15 9 12 12 7 17 5 9 12 10, 13 4 5 2 13 1 7 5 9 17 17 4 9 15 12 9 13 7 1017 7 7 1017 17 10 4 8 12 17 9 1 1017 1017 8 8 7 4 7 10 12 3 1 1 9 9 7 16 4 8 5 1 12 2 8 7 8 3 15 2 4 13 13 10 4 15 7 3 1 7 3 12 7 11 15 12 7 17 7 5 5 15 13 14 2 16 15 4 1017 2 3 12 7 12 17 8 10 17 8 5 2 5 13 4 11 13 1 9 14 1017 7 11 15 13 7 1 9 7 16 7 11 13 16 2 1017 17 10 10 5 15 3
cgs_4ddb2c2f2c564, 0, -1 0 11 -1 31 11 -1 1 11 -1 30 11 -1 2 10 -1 5 10 -1 29 10 -1 25 10 -1 3 9 -1 4 9 -1 28 9 -1 27 9 -1 24 8 -1 7 8 -1 0 12 -1 0 13 -1 0 14 -1 0 15 -1 0 17 -1 0 16 -1 1 12 -1 1 13 -1 1 14 -1 1 15 -1 1 16 -1 1 17 -1 31 12 -1 31 13 -1 31 14 -1 31 15 -1 31 16 -1 31 17 -1 30 12 -1 30 13 -1 30 14 -1 30 15 -1 30 16 -1 30 17 -1 3 0 -1 3 4 -1 3 7 -1 20 0 -1 11 0 -1 11 3 -1 20 3 -1 11 6 -1 20 6 -1 3 2 -1 4 5 -1 10 1 -1 10 4 -1 21 2 -1 21 5 -1 4 1 -1 2 12 -1 2 13 -1 2 14 -1 2 15 -1 2 16 -1 2 17 -1 29 12 -1 29 13 -1 29 14 -1 29 15 -1 29 16 -1 29 17 -1 4 16 -1 4 14 -1 4 12 -1 26 12 -1 26 14 -1 26 16 -1 21 14 -1 9 14 -1 2 1 -1 2 2 -1 2 4 -1 2 5 -1 2 7 -1 2 8 -1 2 3 -1 2 6 -1 2 0 -1 25 0 -1 5 7 -1 4 3 -1 4 7 -1 5 4 -1 28 0 -1 28 4 -1 27 5 -1 27 3 -1 27 1 -1 25 6 -1 30 0 -1 30 8 -1 30 7 -1 30 6 -1 30 5 -1 30 4 -1 30 3 -1 30 1 -1 30 2 -1 1 8 -1 1 7 -1 1 6 -1 1 5 -1 1 4 -1 1 3 -1 1 2 -1 1 1 -1 1 0 , 13 1 7 17 13 13 16 3 8 13 8 1 15 16 3 17 17 14 15 2 17 13 1 13 14 7 2 2 4 3 3 7 13 2 5 16 3 14 9 17 9 15 15 17 7 12 5 16 9 1017 7 9 15 1 8 2 9 9 15 15 7 10 9 17 13 12 12 14 4 1017 9 15 17 15 1 15 5 4 2 7 11 16 8 14 5 17 10 13 14 1017 15 2 12 1 13 15 15 11 12 17 17 8 10 1017 14 5 16 5 13 1 13 1017 8 11 12 17 11 13 2 13 17 4 13 14 1017 15 7 7 1 13 14 8 10 1 12 14 1 9 1017 1 3 17 1017 1 13, request, 2 10 13 11 1 12 2 4 7 7 7 9 17 5 3 12 5 2 1017 16 1017 15 10 17 4 17 7 1017 5 7 16 14 4 3 16 1017 17 1017 2 12 2 7 5 17 1 2 9 8 17 1017 15 3 5 17 13 7 16 15 2 4 3 7 9 4 9 5 2 11 7 5 17 13 16 9 12 1017 10 14 17 8 9 2 7 9 3 12 15 1017 14 17 16 10 11 4 13 5 12 11 17 14 5 10 4 3 14 17 7 9 15 10 17 8 2 8 2 15 9 10 14 15 7 10 15 13 14 4 12 17 17 1 14 10 13 12 14 15 9 12 5 14 1 1 10 4 1017 9 13 9 17 16 10 11 14 13 9, 4118
