uid, timestamp, type, left army, right army, towers, gold lost
cgs_4de1592bc24b5, 0, -1 8 10 -1 23 10 -1 10 9 -1 22 9 -1 6 9 -1 9 9 -1 24 9 -1 21 9 -1 11 9 -1 20 9 -1 7 9 -1 25 9 -1 5 11 -1 26 11 , 3 2 1 8 7 3 3 7 15 4 8 15 1 7 2 2 7 7 8 7 8, 3 3 2 7 16 2 3 4 8 8 15 8 2 2 7 4 4 3 1 16 16 4 7 7 15 16, 7, request
cgs_4de1592bc24b5, 0, -1 11 8 -1 20 8 -1 10 9 -1 21 9 -1 9 9 -1 22 9 -1 8 9 -1 23 9 , 3 2 1 8 7 3 3 7 15 4 8 15 1 7 2 2 7 7 8 7 8, 3 3 2 7 16 2 3 4 8 8 15 8 2 2 7 4 4 3 1 16 16 4 7 7 15 16, 11, request
cgs_4de1592bc24b5, 0, -1 6 13 -1 25 13 -1 25 12 -1 6 12 -1 24 9 -1 21 9 -1 23 9 -1 20 9 -1 6 9 -1 11 9 -1 10 9 -1 8 9 -1 7 9 -1 25 9 -1 26 11 -1 5 11 -1 9 11 -1 22 11 -1 25 14 -1 6 14 , 3 2 1 8 7 3 3 7 15 4 8 15 1 7 2 2 7 7 8 7 8, 3 3 2 7 16 2 3 4 8 8 15 8 2 2 7 4 4 3 1 16 16 4 7 7 15 16, 15, request
cgs_4de1592bc24b5, 0, -1 6 13 -1 25 13 -1 25 12 -1 6 12 -1 23 9 -1 24 9 -1 22 9 -1 21 9 -1 20 9 -1 11 9 -1 10 9 -1 9 9 -1 8 9 -1 7 9 -1 6 9 -1 25 9 -1 6 14 , 3 2 1 8 7 3 3 7 15 4 8 15 1 7 2 2 7 7 8 7 8, 3 3 2 7 16 2 3 4 8 8 15 8 2 2 7 4 4 3 1 16 16 4 7 7 15 16, 22, request
cgs_4de1592bc24b5, 0, -1 11 11 -1 20 11 -1 11 13 -1 20 13 -1 21 9 -1 22 9 -1 10 9 -1 9 9 -1 23 9 -1 8 9 -1 7 9 -1 24 9 -1 6 9 -1 25 9 -1 5 11 -1 26 11 , 8 1 15 1 15 4 8 7 2 4 4 8 1 15 4 7 4 7 4, 7 2 8 2 4 7 8 2 8 15 7 2 1 3, 16, request
cgs_4de1592bc24b5, 0, -1 11 11 -1 7 9 -1 22 9 -1 20 11 -1 24 9 -1 9 9 -1 11 13 -1 20 13 -1 8 11 -1 23 11 -1 6 11 -1 25 11 -1 28 11 , 8 1 15 1 15 4 8 7 2 4 4 8 1 15 4 7 4 7 4, 7 2 8 2 4 7 8 2 8 15 7 2 1 3, 23, request
cgs_4de1592bc24b5, 0, -1 11 11 -1 20 11 -1 9 9 -1 22 9 -1 11 13 -1 20 13 -1 7 11 -1 24 11 -1 8 9 -1 23 9 -1 21 11 -1 10 9 , 8 1 15 1 15 4 8 7 2 4 4 8 1 15 4 7 4 7 4, 7 2 8 2 4 7 8 2 8 15 7 2 1 3, 33, request
cgs_4de1592bc24b5, 0, -1 11 11 -1 20 11 -1 10 9 -1 21 9 -1 8 10 -1 23 10 -1 9 10 -1 22 10 -1 7 11 -1 24 11 , 8 1 15 1 15 4 8 7 2 4 4 8 1 15 4 7 4 7 4, 7 2 8 2 4 7 8 2 8 15 7 2 1 3, 47, request
cgs_4de1592bc24b5, 0, -1 9 9 -1 22 9 -1 8 9 -1 23 9 -1 11 11 -1 20 11 -1 10 9 -1 21 9 -1 7 11 -1 24 11 , 8 1 15 1 15 4 8 7 2 4 4 8 1 15 4 7 4 7 4, 7 2 8 2 4 7 8 2 8 15 7 2 1 3, 66, request
cgs_4de18eddc0156, 0, -1 20 12 -1 21 13 -1 20 14 -1 21 15 -1 20 16 -1 21 17 -1 11 12 -1 10 13 -1 11 14 -1 10 15 -1 11 16 -1 10 17 -1 1 11 -1 2 11 -1 29 11 -1 30 11 -1 5 8 -1 26 8 -1 3 9 -1 4 9 -1 27 9 -1 28 9 , 4 12 4 4 9 16 9 9 16 1 15 15 1 12 4 16 4, 12 12 16 3 7 8 9 9 16 8 4 9 8 9 12 2 16 3 8 9 16 3 1 9 7 15 8 16 2, request, 84
cgs_4de18eddc0156, 0, -1 3 9 -1 4 9 -1 2 11 -1 1 11 -1 28 9 -1 27 9 -1 29 11 -1 30 11 -1 26 8 -1 25 8 -1 5 8 -1 6 8 -1 20 12 -1 21 13 -1 20 14 -1 11 12 -1 10 13 , 1 16 2 16 1 12 4 8 15 4 15 16 7 9 4 1 3 1 8 2 15 1 9 3 15 4 2 3 16 8 4 1 16 9 8, 120, request, 4 1 4 8 3 16 15 2 1 16 1 1 15 2 1 1 4 15 15 2 12 1 4
cgs_4de1671992cef, 0, 94, 8 7 15 1 4 1 2 2 8 7, -1 11 9 -1 20 9 -1 21 9 -1 10 9 -1 8 11 -1 9 9 , request, 4 8 4 7 7 7 4 8 1 7 2 7 4 7 15 3 1 8 15 2 2 7 2 3 8 2
cgs_4de1671992cef, 0, 135, 8 7 15 1 4 1 2 2 8 7, -1 11 9 -1 20 9 -1 21 9 -1 10 9 -1 8 11 -1 9 9 -1 23 11 , request, 4 8 4 7 7 7 4 8 1 7 2 7 4 7 15 3 1 8 15 2 2 7 2 3 8 2
cgs_4de1592bc24b5, 0, 4 4 1 2 15 3 1 8 15 15 15 4 1, 8 8 3 1 2 4 8 8 2 1 2 4 2 2 4 1 8 1, -1 20 13 -1 11 13 -1 11 12 -1 20 12 -1 23 10 -1 21 11 -1 8 10 -1 7 10 -1 24 10 -1 6 11 -1 25 11 -1 10 11 , request, 131
cgs_4de1592bc24b5, 0, 1 8 4 15 15 1 2 4 15 4 1 8 2 4 15 2, 4 4 8 4 3 3 4 4 4, -1 20 10 -1 21 10 -1 22 11 -1 20 13 -1 11 13 -1 11 10 -1 10 10 -1 9 11 -1 11 12 -1 20 12 -1 8 11 -1 23 11 , request, 42
cgs_4de1592bc24b5, 0, 1 8 4 15 15 1 2 4 15 4 1 8 2 4 15 2, 4 4 8 4 3 3 4 4 4, -1 20 10 -1 11 10 -1 21 10 -1 22 11 -1 20 13 -1 11 13 , request, 59
cgs_4de159c6109b7, 0, 16 3 2 1 15 2 4 15 8 16 16 15 15 16 8, request, 2 7 2 7 16 3 8 4 2 3 7 16 15 7 1 8 1 3 15 2 1 3 8 16 7 15 15 15 3 3 1 7, -1 20 9 -1 11 13 -1 20 13 -1 11 15 -1 20 15 -1 10 10 -1 21 10 -1 11 9 -1 10 14 -1 21 16 -1 9 9 -1 8 10 -1 22 9 -1 23 11 -1 24 11 -1 25 11 -1 26 11 -1 7 11 -1 6 11 -1 5 11 , 129
cgs_4de1592bc24b5, 0, 15 8 15 15 2 2 8 1 8 8 2 15 2 1 3 8 15 4 8 3, 1 2 1 1 8 1 8 15 15 2 1 3, -1 21 10 -1 10 10 -1 22 10 -1 9 10 -1 8 11 -1 23 11 -1 7 11 -1 24 11 -1 11 11 , request, 85
cgs_4de159c6109b7, 0, 3 7 1 1 15 2 8 8 3 1 8 7 4 1 1 4 7 1, request, 4 8 1 4 2 1 4 4 8 1 8 4 1 7 3 4 4 4 8, -1 20 9 -1 21 9 -1 11 13 -1 20 13 -1 11 15 -1 20 15 -1 11 10 -1 9 10 -1 10 9 -1 22 10 -1 8 9 , 95
cgs_4de159c6109b7, 0, 3 7 1 1 15 2 8 8 3 1 8 7 4 1 1 4 7 1, request, 4 8 1 4 2 1 4 4 8 1 8 4 1 7 3 4 4 4 8, -1 11 9 -1 20 9 -1 10 9 -1 21 9 -1 11 13 -1 20 13 -1 11 15 -1 8 10 -1 23 10 -1 9 11 -1 22 11 -1 20 15 -1 7 9 -1 24 11 -1 25 11 -1 26 11 , 136
cgs_4de1592bc24b5, 0, 8 2 2 4 1 8 1 4 8 1 4 3, 3 1 8 1 1 3 3 3 8 3 1, , request, 21
cgs_4de156ce6d6ac, 0, 420, -1 30 9 -1 31 10 -1 29 8 -1 2 8 -1 11 12 -1 11 13 -1 11 14 -1 11 15 -1 11 16 -1 11 17 -1 20 12 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 1 9 -1 0 10 -1 20 0 -1 20 6 -1 11 0 -1 11 6 -1 26 14 -1 4 14 -1 20 3 -1 11 3 , 15 13 7 3 17 13 1 7 8 17 12 7 7 13 2 14 7 9 16 4 2 16 1 8 16 5 7 3 5 1 2 2 17 12 13 16 9 17 8 1 3 1 17 12 3 8 17, request, 16 12 5 15 8 7 1 1 16 3 2 5 5 4 4 12 3 1 9 7 13 13 2 16 14 4 3 16 4 14 16 16 1 16 12 13 1 4 3 8 13 4 12
cgs_4de156ce6d6ac, 0, 600, , 15 13 7 3 17 13 1 7 8 17 12 7 7 13 2 14 7 9 16 4 2 16 1 8 16 5 7 3 5 1 2 2 17 12 13 16 9 17 8 1 3 1 17 12 3 8 17, request, 16 12 5 15 8 7 1 1 16 3 2 5 5 4 4 12 3 1 9 7 13 13 2 16 14 4 3 16 4 14 16 16 1 16 12 13 1 4 3 8 13 4 12
cgs_4de06e32e3b9e, 0, -1 3 13 -1 25 16 -1 3 15 -1 3 17 -1 25 12 -1 25 14 -1 20 10 -1 11 10 -1 21 10 -1 10 9 , 2 15 4 4 8 2 4 4 8 8 2 4, request, 8 4 2 1 15 3 15 2 8 4 4 2 1, 58
cgs_4dcc9522172c1, 0, request, -1 29 10 -1 27 10 -1 2 10 -1 4 10 -1 6 8 -1 7 8 -1 26 8 -1 25 8 -1 6 13 -1 6 15 -1 29 13 -1 29 15 -1 11 7 -1 11 4 -1 11 0 -1 20 0 -1 20 3 -1 20 7 -1 21 8 -1 21 5 -1 21 1 -1 10 8 -1 10 1 -1 10 5 -1 9 3 -1 9 0 -1 9 6 -1 22 0 -1 22 3 -1 22 7 -1 23 1 -1 8 1 -1 8 5 , 16 12 13 2 8 17 9 17 14 8 2 7 15 5 12 1 13 1 3 15 7 7 8 10 10 16 3 9 12 4 1 12 8 2 17 12 11 7 13 14 12 10 13 3 7 5 7 3 4 11 8 17 17 1 17 5 13 11 2 7 2 7 8 7 10 10 12 3 12 2 10 9 1017 2 17, 3 12 14 7 13 5 5 2 7 4 7 15 13 17 1017 10 5 15 7 3 16 3 17 9 9 2 4 2 5 14 16 12 14 1017 8 5 10 15 12 7 8 3 8 10 14 1017 10 7 3 10 12 7 2 3 2 13 17 15 9 8 16 10 3 8 1 8 15 15 13 11 14 12 2 4 1017 11 14 2 9 4, 52730
cgs_4dcc9522172c1, 0, request, 73494, -1 22 8 -1 23 8 -1 8 8 -1 9 8 -1 2 10 -1 4 10 -1 29 10 -1 27 10 -1 5 13 -1 5 15 -1 25 13 -1 25 15 -1 11 7 -1 20 7 -1 20 0 -1 20 4 -1 21 1 -1 21 4 -1 21 7 -1 22 5 -1 22 0 -1 11 4 -1 11 0 -1 10 1 -1 9 0 -1 10 8 -1 10 5 -1 9 3 -1 8 5 -1 7 8 -1 7 7 -1 7 5 -1 8 4 -1 8 2 -1 7 6 -1 8 3 -1 8 1 -1 24 8 -1 23 7 -1 23 6 -1 23 4 -1 23 5 -1 23 3 -1 23 1 -1 23 2 , 14 17 15 1 4 15 13 8 14 17 4 12 9 10 11 11 7 14 7 8 13 1017 8 14 5 13 3 2 5 15 4 15 10 16 11 7 10 3 5 12 5 2 17 1 7 8 15 1 1017 3 16 12 1017 1 2 17 15 5 8 1017 16 16 10 15 2 1 13 8 1 14 1017 1 2 2 15 1017 16 11 5 17 13 2 1 4 8 13 10 7 5, 10 1017 8 14 5 14 5 3 9 3 3 2 12 1017 15 5 2 7 10 4 7 7 17 1 1017 2 12 3 13 5 4 14 10 5 7 3 13 10 8 1017 13 3 7 4 12 8 2 1 12 14 10 3 17 5 7 10 11 3 5 2 4 8 12 17 7 10 1 2 9 14 15 11 4 11 14 4 7 2 7 12 14 16 5 8 14 9 15
cgs_4ddf22072814e, 0, 8 8 1 2 2 1 2 3 1, 27, 1 1 3 3 2 2 3 2 8 8 1 3 1 1, -1 11 9 -1 20 9 -1 10 10 -1 21 10 -1 9 11 -1 22 11 , request
cgs_4ddf22072814e, 0, 8 2 2 2 8 1 2 2 2 8 2 1, 30, 2 1 2 1 2 8 2 2, -1 21 9 -1 10 9 -1 8 11 -1 23 11 -1 9 11 -1 22 11 , request
cgs_4ddecd08df4bf, 0, -1 20 9 -1 11 9 -1 9 12 -1 9 13 -1 9 14 -1 22 12 -1 22 13 -1 22 14 -1 9 15 -1 9 16 -1 22 15 -1 22 16 -1 10 11 , 3 2 15 2 1 2 15 1 1 8 3 1 8 8 4 3, 141, request, 4 8 15 1 15 1 4 1 8 2 15 15 2 1 2 15 4
cgs_4ddecd08df4bf, 0, -1 20 9 -1 11 9 -1 10 10 , 2 2 2 2 8 2 3 1, 87, request, 2 2 8 3 8 8 8 1 2 2 2 2 1 2 2 8 1 1 8
cgs_4ddecd08df4bf, 0, -1 11 9 -1 10 11 -1 20 9 , 1 2 1 2 2 2 2 1 2, 7, request, 1 1 2 1 2 1 2 1 1
cgs_4ddecd08df4bf, 0, , 1 1 2 1 1 1 1, 12, request, 2 2 1 1 1 2 2 1
cgs_4ddecc2173bec, 0, -1 11 9 , 0, 1 1 1 1, request, 1 1 2 1 1 2 1 1
cgs_4dd17b9063c2c, 0, request, 17 11 10 14 1 17 7 3 7 8 12 4 12 1017 13 14 11 14 9 3 14 10 2 13 11 4 9 5 9 10 12 7 5 17 8 3 16 13 13 1017 4 17 13 2 7 14 7 9 4 11 15 2 9 8 1017 1 17 8 1 17, 409, -1 8 8 -1 9 8 -1 23 8 -1 22 8 -1 3 10 -1 5 10 -1 27 10 -1 25 10 -1 6 13 -1 6 15 -1 25 13 -1 25 15 -1 4 1 -1 4 3 -1 4 5 -1 28 2 -1 28 0 -1 28 4 -1 20 0 -1 20 3 -1 11 0 -1 11 3 -1 20 6 -1 11 6 -1 10 1 -1 21 1 -1 7 3 -1 25 3 -1 3 2 -1 3 1 -1 3 3 -1 29 1 -1 29 2 , 13 12 15 9 5 12 1017 4 2 11 4 16 8 9 7 11 5 10 9 14 3 7 15 3 7 3 14 1017 7 8 15 7 10 5 12 5 17 14 7 3 13 10 10 1017 7 17 10 10 4 13 8 12 10 13 2 8 1017 1017 4 7 14 13 1 15 12 2 1017 2 1 1017 2 4 9 17 5 2 1017 10 11 7 7 8 16
cgs_4ddae3a3ea304, 0, -1 30 9 -1 31 10 -1 29 8 -1 2 8 -1 0 10 -1 1 9 -1 11 12 -1 11 13 -1 11 14 -1 11 15 -1 11 16 -1 11 17 -1 20 16 -1 20 17 -1 20 0 -1 20 6 -1 11 0 -1 11 6 -1 20 12 -1 20 13 -1 20 14 -1 20 15 -1 21 12 -1 21 13 -1 21 14 -1 21 15 -1 21 16 -1 21 17 -1 10 12 -1 10 13 -1 10 14 -1 10 15 -1 10 16 -1 10 17 , 31, 8 3 13 5 9 2 2 1 9 1 2 2 14 8 1 14 1 16 5 7 12 13 16 14 14 14 17 9 13 7 2 3 1 16 12 17 1 12 1 9, request, 9 17 16 8 15 9 5 2 8 13 16 3 13 3 3 8 9 12 9 9 13 8 12 13 5 8 4 17 8 4 17 14 7 4 16 7 12 9 3
cgs_4ddae3a3ea304, 0, -1 30 9 -1 31 10 -1 29 8 -1 2 8 -1 0 10 -1 1 9 -1 20 12 -1 11 12 -1 11 13 -1 11 14 -1 11 15 -1 11 16 -1 11 17 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 20 0 -1 20 3 -1 20 6 -1 11 0 -1 11 3 -1 11 6 , 44, 10 10 10 14 14 14, friend, 1017 1017 1017 10 10 10 14 14 14 14 14 14
cgs_4dddcb1f15991, 0, , 2 2 1 1 2 1, request, 1 2 1 2 2 1 1, 1
cgs_4dddcb1f15991, 0, -1 21 9 -1 10 9 -1 23 11 -1 8 11 , 2 2 1 1 2 1, request, 1 2 1 2 2 1 1, 1
cgs_4dd0f515a7042, 0, request, -1 20 8 -1 21 8 -1 11 8 -1 10 8 -1 7 11 -1 11 12 -1 10 13 -1 20 12 -1 21 13 -1 9 14 -1 22 14 -1 23 15 -1 8 15 -1 7 16 -1 6 17 -1 24 16 -1 25 17 -1 8 9 -1 21 2 -1 10 3 -1 24 11 -1 23 9 -1 22 1 , 1 3 5 15 1 15 5 5 2 2 15 9 4 2 2 15 15 5 1 15 9 9, 33, 15 9 2 1 3 4 9 1 5 5 9 15 8 1 15 3 16 3 9 3 12 3 9 16 15 1 9 7 1 16 9
cgs_4dd0f515a7042, 0, request, -1 20 8 -1 21 8 -1 11 8 -1 10 8 -1 7 11 -1 11 12 -1 10 13 -1 20 12 -1 21 13 -1 9 14 -1 22 14 -1 23 15 -1 8 15 -1 7 16 -1 6 17 -1 24 16 -1 25 17 -1 8 9 -1 21 2 -1 10 3 -1 24 11 -1 23 9 -1 22 1 , 1 3 5 15 1 15 5 5 2 2 15 9 4 2 2 15 15 5 1 15 9 9, 48, 15 9 2 1 3 4 9 1 5 5 9 15 8 1 15 3 16 3 9 3 12 3 9 16 15 1 9 7 1 16 9
cgs_4dd0f515a7042, 0, friend, -1 20 8 -1 21 8 -1 11 8 -1 10 8 -1 9 11 -1 22 11 -1 20 1 -1 11 1 -1 11 12 -1 10 13 -1 20 12 -1 21 13 -1 9 14 -1 22 14 -1 23 15 -1 8 15 -1 7 16 -1 6 17 -1 24 16 -1 25 17 -1 20 4 , 10 10 10 10, 111, 10 10 10 10
cgs_4ddd67bfad23d, 0, 4 13 1017 10 11 8 7 7 12 11 1 16 12 8 3 10 15 11 3 13 10 9 3 10 3 2 17 11 1 13 9 1 7 4 10 8 14 16 11 1017 2 15 7 3 15 15 15 12 3 5 15 11 1017 5 11 2 1 16 10 12 9 17 1017 3 16 15 13 1 17 4 7 2 3 15 8 1 1017 13 9 3 5 15 7 8 15 8 4 15 9 13 9 1 15 9 13 13 10 13 12 5 15 17 15 14 9 5 4 10, 5 2 12 5 15 2 13 14 12 15 12 9 14 1017 3 13 14 14 4 14 3 8 13 7 3 5 9 12 8 14 1 14 14 4 1017 3 10 9 4 2 4 1017 15 10 10 2 3 4 8 14 12 4 3 4 5 10 8 13 1 1 4 17 10 10 3 13 3 3 12 16 12 16 11 5 1 2 7 15 13 14 1 17 10 15 11 10 5 15 14 12 2 12 13 1017 9 7 15 5 12 2 14 16 11 15 1017 2 15 9 2 17 3 3 14 14 5 4 14 1 2 3 12 17 3 4 9 9 3 17 9 15 1 1 12 13 9 9 4 16 15, 21000000, request, 
cgs_4ddd67bfad23d, 0, 30000000, 1 1 7 4 7 5 1017 10 17 5 15 10 10 5 16 2 13 11 17 9 8 9 1017 14 17 10 3 17 15 1 15 3 17 13 8 3 10 11 4 8 1017 2 9 8 5 17 13 7 16 16 4 3 12 7 7 8 11 8 1017 15 4 15 1 9 1 15 5 12 3 12 1 3 12 1017 5 15 8 17 10 4 15 1017 7 14 3 16 4 4 1017 5 1017 4 17 3 4 8 14 13 10 8 7 13 14 14 9 10 4 11 12 12 3 13 13 13 3 12 14 3 1 5 14 1017 12 9 10, request, , 15 9 10 4 8 13 10 3 17 4 7 1 5 8 8 4 5 3 3 2 1 10 10 1 14 16 7 3 4 1 14 4 4 1 5 10 4 15 13 9 11 12 8 9 13 8 1017 8 1017 3 7 1 9 8 9 14 1 8 3 12 1 13 12 7 9 16 10 13 15 2 15 17 1 5 9 2 5 1017 7 12 4 15 15 4 17 15 2 1017 4 10 16 3 14 8 5 3 1017 4 1017 16 4 7 3 1 13 14 13 17 10 15 16 16 2 9 9 1 13 8 7 2 2 3
cgs_4dcc9522172c1, 0, request, 619, -1 20 0 -1 11 1 -1 20 3 -1 11 4 -1 4 13 -1 4 15 -1 26 13 -1 26 15 -1 20 6 -1 11 7 -1 21 5 -1 21 1 -1 10 0 -1 10 3 -1 10 6 -1 9 8 -1 2 10 -1 4 10 -1 21 8 -1 22 8 -1 24 8 -1 23 8 -1 8 8 -1 7 8 -1 6 8 -1 22 5 -1 9 5 -1 9 2 -1 22 3 -1 23 5 -1 23 6 -1 8 6 -1 23 1 -1 26 10 -1 29 11 -1 28 11 -1 8 4 -1 8 2 -1 23 3 -1 23 7 -1 8 7 , 12 8 8 8 2 1017 17 15 5 11 12 7 10 1 7 1 1 2 8 5 17 1 8 13 13 9 2 13 1 3 12 1 14 16 14 17 17 15 1017 5 15 15 2 12 14 13 10 8 10 1017 15 7 15 2 15 1017 2 1017 12 5 3 2 7 1017 17 4 1017 13 15 16, 2 3 3 14 16 1 1017 4 13 17 15 4 1017 4 7 13 9 11 1 3 8 7 13 17 5 13 10 2 11 17 11 15 12 1017 12 11 10 13 7 14 8 13 7 9 7 1017 14 1 14 1 9 14 14 14 1017 9 1 13 3 2 12 16 13 15 1017 4 5 3 3 17 8 8 15 14 11 5 8 5 8 8 9 14 14 12 1
cgs_4dcc9522172c1, 0, request, , 0, 10 1 8 16 17 9 14 7 1 2 17 2 16 12 15 9 9 3 5 13 1 14 1017 4 14 5 15 1 3 15 7 5 7 17 1017 2 1017 15 8 17 13 16 11 8 5 12 8 3 7 7 10 2 3 12 12 15 5 5 3 1017 1 2 10 7 1017 5 1017 7 17 9 3 1017 13 4 14 13 13 10 11 1 17, 15 4 14 9 16 15 1017 13 15 17 1 12 16 4 1 4 2 4 17 1 14 2 9 10 17 10 1017 14 2 2 12 1017 17 10 1 4 5 14 8 3 8 3 8 1017 9 7 2 17 12 8 2 13 13 10 4 8 1 1017 8 17 12 14 9 11 2 7 8 17 5 5 17 14 16 9 9 12 9 14 1017 13 1
cgs_4dcc9522172c1, 0, request, , 2 3 17 1 7 7 8 3 3 1 12 4 7 1017 8 1017 5 1 4 14 1 17 1017 9 10 1 4 14 17 3 5 9 12 1 11 1017 1017 12 1017 10 9 3 11 15 3 8 16 2 2 14 8 17 1017 9 2 17 9 1 10 13 1017 10 3 10 8 17 7 1 7, 15 14 17 8 7 5 2 12 2 2 10 1 13 7 8 3 4 5 8 9 17 5 14 4 13 17 5 2 3 5 5 4 9 13 15 13 2 10 1 1017 1017 13 14 7 9 5 17 10 14 3 17 9 13 7 2 1 2 8 3 4 1017 10 16 17 12 13 5 1017 10, 1
cgs_4dcc9522172c1, 0, request, , 2 3 17 1 7 7 8 3 3 1 12 4 7 1017 8 1017 5 1 4 14 1 17 1017 9 10 1 4 14 17 3 5 9 12 1 11 1017 1017 12 1017 10 9 3 11 15 3 8 16 2 2 14 8 17 1017 9 2 17 9 1 10 13 1017 10 3 10 8 17 7 1 7, 15 14 17 8 7 5 2 12 2 2 10 1 13 7 8 3 4 5 8 9 17 5 14 4 13 17 5 2 3 5 5 4 9 13 15 13 2 10 1 1017 1017 13 14 7 9 5 17 10 14 3 17 9 13 7 2 1 2 8 3 4 1017 10 16 17 12 13 5 1017 10, 7
cgs_4dcc9522172c1, 0, request, , 2 3 17 1 7 7 8 3 3 1 12 4 7 1017 8 1017 5 1 4 14 1 17 1017 9 10 1 4 14 17 3 5 9 12 1 11 1017 1017 12 1017 10 9 3 11 15 3 8 16 2 2 14 8 17 1017 9 2 17 9 1 10 13 1017 10 3 10 8 17 7 1 7, 15 14 17 8 7 5 2 12 2 2 10 1 13 7 8 3 4 5 8 9 17 5 14 4 13 17 5 2 3 5 5 4 9 13 15 13 2 10 1 1017 1017 13 14 7 9 5 17 10 14 3 17 9 13 7 2 1 2 8 3 4 1017 10 16 17 12 13 5 1017 10, 10
cgs_4dcc9522172c1, 0, request, , 2 3 17 1 7 7 8 3 3 1 12 4 7 1017 8 1017 5 1 4 14 1 17 1017 9 10 1 4 14 17 3 5 9 12 1 11 1017 1017 12 1017 10 9 3 11 15 3 8 16 2 2 14 8 17 1017 9 2 17 9 1 10 13 1017 10 3 10 8 17 7 1 7, 15 14 17 8 7 5 2 12 2 2 10 1 13 7 8 3 4 5 8 9 17 5 14 4 13 17 5 2 3 5 5 4 9 13 15 13 2 10 1 1017 1017 13 14 7 9 5 17 10 14 3 17 9 13 7 2 1 2 8 3 4 1017 10 16 17 12 13 5 1017 10, 14
cgs_4dcc9522172c1, 0, request, , 2 3 17 1 7 7 8 3 3 1 12 4 7 1017 8 1017 5 1 4 14 1 17 1017 9 10 1 4 14 17 3 5 9 12 1 11 1017 1017 12 1017 10 9 3 11 15 3 8 16 2 2 14 8 17 1017 9 2 17 9 1 10 13 1017 10 3 10 8 17 7 1 7, 15 14 17 8 7 5 2 12 2 2 10 1 13 7 8 3 4 5 8 9 17 5 14 4 13 17 5 2 3 5 5 4 9 13 15 13 2 10 1 1017 1017 13 14 7 9 5 17 10 14 3 17 9 13 7 2 1 2 8 3 4 1017 10 16 17 12 13 5 1017 10, 20
cgs_4dcc9522172c1, 0, request, , 2 3 17 1 7 7 8 3 3 1 12 4 7 1017 8 1017 5 1 4 14 1 17 1017 9 10 1 4 14 17 3 5 9 12 1 11 1017 1017 12 1017 10 9 3 11 15 3 8 16 2 2 14 8 17 1017 9 2 17 9 1 10 13 1017 10 3 10 8 17 7 1 7, 15 14 17 8 7 5 2 12 2 2 10 1 13 7 8 3 4 5 8 9 17 5 14 4 13 17 5 2 3 5 5 4 9 13 15 13 2 10 1 1017 1017 13 14 7 9 5 17 10 14 3 17 9 13 7 2 1 2 8 3 4 1017 10 16 17 12 13 5 1017 10, 42
cgs_4dcc9522172c1, 0, request, 84, , 1017 8 12 1017 2 4 14 13 14 14 10 14 5 13 2 15 5 11 1017 12 14 2 1 2 13 1017 12 1017 10 1 12 3 16 14 7 16 5 13 12 13 8 2 7 2 17 5 8 12 8 1017 9 4 14 17 5 12 17 1 15 4 12 13 8 13 4 1017 13 11 2 1017 3, 12 13 14 1017 7 5 4 5 15 9 1 5 2 15 7 8 8 3 9 8 11 15 1 11 13 13 4 2 1 17 7 9 5 7 8 4 13 16 5 14 7 3 15 2 8 4 5 1 15 2 7 2 4 17 13 5 13 1017 1017 10 15 9 1 12 9 13 11 4 4 12 5 17 9 7 2
cgs_4dcc9522172c1, 0, request, 120, , 1017 8 12 1017 2 4 14 13 14 14 10 14 5 13 2 15 5 11 1017 12 14 2 1 2 13 1017 12 1017 10 1 12 3 16 14 7 16 5 13 12 13 8 2 7 2 17 5 8 12 8 1017 9 4 14 17 5 12 17 1 15 4 12 13 8 13 4 1017 13 11 2 1017 3, 12 13 14 1017 7 5 4 5 15 9 1 5 2 15 7 8 8 3 9 8 11 15 1 11 13 13 4 2 1 17 7 9 5 7 8 4 13 16 5 14 7 3 15 2 8 4 5 1 15 2 7 2 4 17 13 5 13 1017 1017 10 15 9 1 12 9 13 11 4 4 12 5 17 9 7 2
cgs_4dcc9522172c1, 0, request, 172, , 1017 8 12 1017 2 4 14 13 14 14 10 14 5 13 2 15 5 11 1017 12 14 2 1 2 13 1017 12 1017 10 1 12 3 16 14 7 16 5 13 12 13 8 2 7 2 17 5 8 12 8 1017 9 4 14 17 5 12 17 1 15 4 12 13 8 13 4 1017 13 11 2 1017 3, 12 13 14 1017 7 5 4 5 15 9 1 5 2 15 7 8 8 3 9 8 11 15 1 11 13 13 4 2 1 17 7 9 5 7 8 4 13 16 5 14 7 3 15 2 8 4 5 1 15 2 7 2 4 17 13 5 13 1017 1017 10 15 9 1 12 9 13 11 4 4 12 5 17 9 7 2
cgs_4dcc9522172c1, 0, request, 246, , 1017 8 12 1017 2 4 14 13 14 14 10 14 5 13 2 15 5 11 1017 12 14 2 1 2 13 1017 12 1017 10 1 12 3 16 14 7 16 5 13 12 13 8 2 7 2 17 5 8 12 8 1017 9 4 14 17 5 12 17 1 15 4 12 13 8 13 4 1017 13 11 2 1017 3, 12 13 14 1017 7 5 4 5 15 9 1 5 2 15 7 8 8 3 9 8 11 15 1 11 13 13 4 2 1 17 7 9 5 7 8 4 13 16 5 14 7 3 15 2 8 4 5 1 15 2 7 2 4 17 13 5 13 1017 1017 10 15 9 1 12 9 13 11 4 4 12 5 17 9 7 2
